title,prog_code,genre,air_date,air_time,Duration
Jornal da Globo News,SH014443630000,"News,Entertainment",20151118,225400,96.0
Small Wonder,EP000038670012,Sitcom,20150801,220000,30.0
Eyeborgs,MV003233850000,Science fiction,20150801,1000,110.0
MC Adult Alternative,SH006716400000,Music,20150802,20000,120.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150802,143000,30.0
MC Adult Alternative,SH006716400000,Music,20151018,80000,120.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151017,63700,30.0
Cars.TV,EP011880910072,"Newsmagazine,Auto",20151130,103000,30.0
OK! TV,EP017613070623,"Newsmagazine,Entertainment",20151129,210000,30.0
FOX19 NOW,SH019573310000,News,20151130,100000,60.0
Sleepover,MV001498240000,Comedy,20151217,210000,95.0
MC Adult Alternative,SH006716400000,Music,20151218,130000,120.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151217,100000,60.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151217,120000,60.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151218,103000,30.0
Doc Martin,EP006870310066,"Comedy-drama,Medical",20151109,230000,60.0
Cars.TV,EP011880910127,"Newsmagazine,Auto",20151110,70000,30.0
Surviving Evil,EP017617300024,"Documentary,Crime",20151018,140000,60.0
Cars.TV,EP011880910026,"Newsmagazine,Auto",20151112,230000,30.0
OK! TV,EP017613070612,"Newsmagazine,Entertainment",20151112,110000,30.0
The Angriest Man in Brooklyn,MV005629800000,Comedy-drama,20151112,53000,90.0
KCTV5 News at 6,SH003384110000,News,20151113,0,30.0
HBO On Demand,SH007661580000,null,20151112,20000,180.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151105,130000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151106,70700,28.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151106,123000,30.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20150719,160000,30.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20150719,183000,30.0
OK! TV,EP017613070528,"Newsmagazine,Entertainment",20150718,70600,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150719,110000,60.0
Cars.TV,EP011880910141,"Newsmagazine,Auto",20151030,43000,30.0
Starring Adam West,MV005656590000,Documentary,20151221,30500,85.0
MC Adult Alternative,SH006716400000,Music,20151221,50000,120.0
Cars.TV,EP011880910004,"Newsmagazine,Auto",20150620,220000,30.0
OK! TV,EP017613070508,"Newsmagazine,Entertainment",20150620,110000,30.0
OK! TV,EP017613070508,"Newsmagazine,Entertainment",20150621,113000,30.0
FOX19 NOW,SH019573310000,News,20150620,20000,30.0
Gunslingers,EP019320000007,"History,Documentary,Western",20151011,160000,60.0
MC Adult Alternative,SH006716400000,Music,20151012,60000,120.0
HBO On Demand,SH007661580000,null,20151012,100000,180.0
Cars.TV,EP011880910101,"Newsmagazine,Auto",20151011,90000,30.0
OK! TV,EP017613070587,"Newsmagazine,Entertainment",20151010,73500,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151011,90200,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151011,93500,30.0
Cars.TV,EP011880910101,"Newsmagazine,Auto",20150725,103000,30.0
One Born Every Minute,EP013706700017,"Documentary,Reality",20150725,200000,60.0
Fe Agrada a Dios,SH001302580000,Religious,20150725,133000,30.0
MC Adult Alternative,SH006716400000,Music,20150725,40000,120.0
HBO On Demand,SH007661580000,null,20150725,160000,180.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150725,230000,30.0
FOX19 NOW,SH019573310000,News,20150726,20000,60.0
Seafair 2015,SH022249170000,"Community,Entertainment",20150726,20000,60.0
Cars.TV,EP011880910101,"Newsmagazine,Auto",20150726,10000,30.0
England National Cricket Test,EP019337540047,"Sports non-event,Cricket",20150726,180000,120.0
MC Adult Alternative,SH006716400000,Music,20150726,0,120.0
FOX19 NOW,SH019573310000,News,20150727,20000,60.0
Cars.TV,EP011880910069,"Newsmagazine,Auto",20150613,223000,30.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20151211,13000,30.0
I Love Jenni,SH013879370000,"Reality,Entertainment",20151211,70000,60.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20151004,183000,30.0
OK! TV,EP017613070583,"Newsmagazine,Entertainment",20151005,110000,30.0
Hangar 1: The UFO Files,EP018591250015,Documentary,20151004,100000,60.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151004,73000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151214,103000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151214,123000,30.0
Gunslingers,EP019320000006,"History,Documentary,Western",20150906,200000,60.0
Gunslingers,EP019320000009,"History,Documentary,Western",20150907,10000,60.0
CrocZilla,MV004560040000,Action,20150906,160000,120.0
Sunday Business Page,SH001414490000,Bus./financial,20150906,103000,30.0
Dr. Rik Wadge,SH016484260000,Religious,20150906,90000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150906,20000,60.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150906,83000,30.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20150907,143000,30.0
MC Adult Alternative,SH006716400000,Music,20150627,140000,120.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20150627,63000,30.0
Doc Martin,EP006870310018,"Comedy-drama,Medical",20150712,0,60.0
"Badlands, Texas",EP023101440002,Documentary,20151204,90000,60.0
MC Adult Alternative,SH006716400000,Music,20151204,70000,120.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20151203,43000,30.0
OK! TV,EP017613070609,"Newsmagazine,Entertainment",20151110,70700,30.0
La Senda del Mesías,SH004970990000,"Special,Religious",20151110,170000,90.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151111,113000,90.0
OK! TV,EP017613070624,"Newsmagazine,Entertainment",20151201,80600,30.0
FOX19 NOW,SH019573310000,News,20151201,93000,30.0
The New Scooby-Doo Mysteries,EP004767220013,"Children,Animated",20151224,160000,30.0
OK! TV,EP017613070662,"Newsmagazine,Entertainment",20151225,60000,30.0
LSU Gameday Live,EP019954310028,"Sports non-event,Football",20151224,183000,60.0
HBO On Demand,SH007661580000,null,20151223,230000,180.0
Cars.TV,EP011880910123,"Newsmagazine,Auto",20151209,163000,30.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20151210,40000,30.0
Cars.TV,EP011880910117,"Newsmagazine,Auto",20151228,103000,30.0
Cars.TV,SH011880910000,"Newsmagazine,Auto",20151229,163000,30.0
Daytime Blue Ridge,SH014740580000,Community,20151228,173000,30.0
Walking With Messiah,SH015918430000,Religious,20151228,10000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151228,90000,60.0
Cars.TV,EP011880910117,"Newsmagazine,Auto",20150829,113000,30.0
Doña Perfecta,MV000278200000,"Spanish,Drama",20150829,184500,130.0
MC Adult Alternative,SH006716400000,Music,20150829,140000,120.0
Walking With Messiah,SH015918430000,Religious,20150628,120000,30.0
"Badlands, Texas",EP023101440006,Documentary,20151230,60000,60.0
Cars.TV,SH011880910000,"Newsmagazine,Auto",20151229,230000,30.0
Cars.TV,SH011880910000,"Newsmagazine,Auto",20151230,160000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151230,113000,30.0
Cars.TV,EP011880910024,"Newsmagazine,Auto",20150822,193000,30.0
OK! TV,EP017613070553,"Newsmagazine,Entertainment",20150822,13000,30.0
OK! TV,EP017613070553,"Newsmagazine,Entertainment",20150822,220000,30.0
Mirror Mirror,MV003752590000,"Fantasy,Comedy",20150823,110000,120.0
MC Adult Alternative,SH006716400000,Music,20150823,140000,120.0
St. Joe Live Presents,SH018794110000,Community,20150822,183000,30.0
PBA Bowling,EP005544700509,"Sports event,Bowling",20150621,50000,120.0
Cars.TV,EP011880910052,"Newsmagazine,Auto",20150621,170000,30.0
Hangar 1: The UFO Files,EP018591250014,Documentary,20150622,80000,60.0
News 8 at 5:30,SH018891640000,News,20150621,223000,30.0
Lubbock ISD Hall of Honor Banquet,SH019464900000,null,20150622,0,120.0
OK! TV,EP017613070568,"Newsmagazine,Entertainment",20150914,110000,30.0
MC Adult Alternative,SH006716400000,Music,20150914,100000,120.0
Crunch Time,SH011743090000,Sports non-event,20151102,130000,60.0
Cars.TV,EP011880910010,"Newsmagazine,Auto",20151204,223000,30.0
HBO On Demand,SH007661580000,null,20151204,110000,180.0
HBO On Demand,SH007661580000,null,20151204,140000,180.0
OK! TV,EP017613070558,"Newsmagazine,Entertainment",20150830,63000,30.0
MC Adult Alternative,SH006716400000,Music,20150830,220000,120.0
Cars.TV,EP011880910148,"Newsmagazine,Auto",20151211,213000,30.0
OK! TV,EP017613070653,"Newsmagazine,Entertainment",20151211,203000,30.0
Please Like Me,EP017675130025,Drama,20151212,30000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151212,80000,60.0
FOX19 NOW,SH019573310000,News,20151211,110000,60.0
Cars.TV,EP011880910076,"Newsmagazine,Auto",20151003,93700,23.0
MC Adult Alternative,SH006716400000,Music,20151003,40000,120.0
MC Adult Alternative,SH006716400000,Music,20151003,200000,120.0
HBO On Demand,SH007661580000,null,20151003,100000,180.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151003,130000,30.0
OK! TV,EP017613070630,"Newsmagazine,Entertainment",20151207,120000,30.0
OK! TV,EP017613070630,"Newsmagazine,Entertainment",20151208,70700,30.0
OK! TV,EP017613070630,"Newsmagazine,Entertainment",20151208,80600,30.0
Hook,MV000343110000,Fantasy,20151208,43000,150.0
Sleepover,MV001498240000,Comedy,20151207,173000,95.0
WHAS11 Live at 6P,SH005636420000,News,20151207,230000,30.0
Cars.TV,SH011880910000,"Newsmagazine,Auto",20151207,153000,30.0
Cars.TV,EP011880910060,"Newsmagazine,Auto",20150920,0,30.0
OK! TV,EP017613070573,"Newsmagazine,Entertainment",20150920,123000,30.0
HBO On Demand,SH007661580000,null,20150919,130000,180.0
HBO On Demand,SH007661580000,null,20150919,160000,180.0
OK! TV,EP017613070610,"Newsmagazine,Entertainment",20151111,23000,30.0
Sí Se Puede,SH022610160000,"Entertainment,Game show",20151116,60000,90.0
Chuggington,EP011228490123,"Children,Fantasy",20151103,140000,30.0
OK! TV,EP017613070605,"Newsmagazine,Entertainment",20151103,223000,30.0
OK! TV,EP017613070605,"Newsmagazine,Entertainment",20151104,100000,30.0
I Love Jenni,SH013879370000,"Reality,Entertainment",20151104,120000,60.0
News Channel 12 News at 5:30,SH015866650000,News,20151103,223000,30.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20151104,133000,30.0
FOX19 NOW,SH019573310000,News,20151103,93000,30.0
FOX19 NOW,SH019573310000,News,20151104,30000,60.0
FOX19 NOW,SH019573310000,News,20151104,130000,60.0
OK! TV,EP017613070626,"Newsmagazine,Entertainment",20151202,130000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151203,143000,30.0
Cars.TV,EP011880910073,"Newsmagazine,Auto",20151125,70000,30.0
Africa Today TV-US-Africa Relations,EP019696820009,Public affairs,20151124,150000,60.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151124,170000,60.0
Doc Martin,EP006870310082,"Comedy-drama,Medical",20150706,30000,60.0
Cars.TV,EP011880910108,"Newsmagazine,Auto",20150706,33000,30.0
MC Adult Alternative,SH006716400000,Music,20150706,0,120.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151104,80000,30.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20151104,213000,30.0
KLFY News 10 at 10,SH020352190000,News,20151105,40000,35.0
Wake Up in Style: Special Edition,SH021167780000,Shopping,20151104,130000,60.0
Mandela: Long Walk to Freedom,MV004885290000,"Biography,Historical drama",20151209,90500,145.0
I Love Jenni,SH013879370000,"Reality,Entertainment",20151208,150000,60.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151208,143000,30.0
Dumbo,MV000098210000,"Children,Fantasy,Animated",20150823,220000,70.0
HBO On Demand,SH007661580000,null,20150824,100000,180.0
KOMO 4 News Sunday 6:00am,SH015436880000,News,20150823,130000,60.0
OK! TV,EP017613070543,"Newsmagazine,Entertainment",20150809,40000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150809,80000,60.0
Lubbock ISD Hall of Honor Banquet,SH019464900000,null,20150809,150000,120.0
Doc Martin,EP006870310025,"Comedy-drama,Medical",20150510,10000,60.0
Doc Martin,EP006870310084,"Comedy-drama,Medical",20150509,222600,47.0
Bello Recuerdo,MV001300120000,"Spanish,Drama",20150509,30000,120.0
Abducted: The Carlina White Story,MV004150470000,Docudrama,20150510,23200,90.0
HBO On Demand,SH007661580000,null,20150510,70000,180.0
Cars.TV,SH011880910000,"Newsmagazine,Auto",20150510,50000,30.0
Doc Martin,EP006870310080,"Comedy-drama,Medical",20151114,20000,60.0
Chuggington,EP011228490152,"Children,Fantasy",20151113,110000,30.0
OK! TV,EP017613070612,"Newsmagazine,Entertainment",20151113,80600,30.0
Surviving Evil,EP017617300026,"Documentary,Crime",20151113,50000,60.0
HBO On Demand,SH007661580000,null,20151114,20000,180.0
Cars.TV,EP011880910142,"Newsmagazine,Auto",20151218,3000,30.0
OK! TV,EP017613070658,"Newsmagazine,Entertainment",20151219,73000,30.0
I Love Jenni,SH013879370000,"Reality,Entertainment",20151218,10000,60.0
Walking With Messiah,SH015918430000,Religious,20151219,50000,30.0
FOX19 NOW,SH019573310000,News,20151218,110000,60.0
Chuggington,EP011228490033,"Children,Fantasy",20150418,103000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150418,70000,60.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150419,120000,30.0
Doc Martin,EP006870310028,"Comedy-drama,Medical",20150927,60000,60.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150927,73000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150927,193000,30.0
News 8 at 5:30,SH018891640000,News,20150927,223000,30.0
FOX19 NOW,SH019573310000,News,20150927,40000,60.0
A Biography of America,EP003933710002,"Educational,History",20151023,40000,30.0
Cars.TV,EP011880910088,"Newsmagazine,Auto",20151022,163000,30.0
MC Adult Alternative,SH006716400000,Music,20151023,100000,120.0
OK! TV,EP017613070648,"Newsmagazine,Entertainment",20160101,70700,30.0
Rolex Spirit of Yachting,EP019226500010,"Sports non-event,Yacht racing",20151231,180000,30.0
Cars.TV,EP011880910109,"Newsmagazine,Auto",20150705,23000,30.0
ABFF Independent,EP017064440009,Entertainment,20150704,160000,120.0
OK! TV,EP017613070518,"Newsmagazine,Entertainment",20150704,63000,30.0
MC Adult Alternative,SH006716400000,Music,20150705,140000,120.0
HBO On Demand,SH007661580000,null,20150705,10000,180.0
Doc Martin,EP006870310005,"Comedy-drama,Medical",20150816,230000,60.0
MC Adult Alternative,SH006716400000,Music,20150816,0,120.0
Walking With Messiah,SH015918430000,Religious,20150816,120000,30.0
OK! TV,EP017613070599,"Newsmagazine,Entertainment",20151027,60700,30.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20151026,190000,30.0
Squawk Alley,SH019231860000,Bus./financial,20151027,150000,60.0
OK! TV,EP017613070478,"Newsmagazine,Entertainment",20150511,63000,30.0
Cars.TV,SH011880910000,"Newsmagazine,Auto",20150510,60000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150510,83000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150510,160000,30.0
Bottom Line,SH017939650000,Religious,20150510,113000,30.0
Cars.TV,EP011880910112,"Newsmagazine,Auto",20150712,90000,30.0
Cars.TV,EP011880910058,"Newsmagazine,Auto",20151106,193000,30.0
Walking With Messiah,SH015918430000,Religious,20151106,113000,30.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151107,130000,60.0
MC Adult Alternative,SH006716400000,Music,20150411,160000,120.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20150412,180000,30.0
OK! TV,SH017613070000,"Newsmagazine,Entertainment",20150411,63000,30.0
Grudge Match,MV004959360000,Comedy,20150912,185000,115.0
Cars.TV,EP011880910012,"Newsmagazine,Auto",20150427,0,30.0
KSPR News at 5,SH014454560000,News,20150426,220000,30.0
Bye Bye Turkey Neck,SH019475680000,Consumer,20150426,93000,30.0
Doc Martin,EP006870310052,"Comedy-drama,Medical",20151119,10000,55.0
Journeys in India,EP016595100008,Travel,20151118,103000,30.0
OK! TV,EP017613070615,"Newsmagazine,Entertainment",20151118,70000,30.0
Walking With Messiah,SH015918430000,Religious,20151121,50000,30.0
A Biography of America,EP003933710008,"Educational,History",20151031,40000,30.0
Doc Martin,EP006870310019,"Comedy-drama,Medical",20151030,44400,49.0
OK! TV,EP017613070602,"Newsmagazine,Entertainment",20151030,62200,30.0
OK! TV,EP017613070603,"Newsmagazine,Entertainment",20151031,43000,30.0
Grudge Match,MV004959360000,Comedy,20151031,170500,115.0
Hangar 1: The UFO Files,EP018591250003,Documentary,20151230,230000,60.0
The Angriest Man in Brooklyn,MV005629800000,Comedy-drama,20151230,210500,85.0
FOX19 NOW,SH019573310000,News,20151230,110000,60.0
HBO On Demand,SH007661580000,null,20150420,130000,180.0
A Biography of America,EP003933710012,"Educational,History",20150815,13000,30.0
OK! TV,EP017613070548,"Newsmagazine,Entertainment",20150815,210000,30.0
Jornal da Globo News,SH014443630000,"News,Entertainment",20150815,210000,31.0
Try Krill Omega FREE,SH018386380000,Consumer,20150816,133000,30.0
Cars.TV,EP011880910135,"Newsmagazine,Auto",20150426,80000,30.0
Cars.TV,EP011880910135,"Newsmagazine,Auto",20150426,133000,30.0
HBO On Demand,SH007661580000,null,20150425,10000,180.0
Walking With Messiah,SH015918430000,Religious,20150426,120000,30.0
Driftin' River,MV000218970000,Western,20151028,133000,60.0
MC Adult Alternative,SH006716400000,Music,20151028,180000,120.0
Bottom Line,SH017939650000,Religious,20151029,40000,30.0
KLFY News 10 at 10,SH020352190000,News,20151028,30000,35.0
Cars.TV,EP011880910081,"Newsmagazine,Auto",20151126,10000,30.0
OK! TV,EP017613070621,"Newsmagazine,Entertainment",20151126,70700,30.0
Sleepover,MV001498240000,Comedy,20151125,204500,90.0
Wen Hair - NEW Special TV Offer!,SH017552350000,Consumer,20151126,80000,60.0
OK! TV,EP017613070592,"Newsmagazine,Entertainment",20151015,193000,30.0
The Freshman Class: Santa Cruz,EP018689560003,"Reality,Cooking",20151015,140000,30.0
FOX19 NOW,SH019573310000,News,20151016,83000,30.0
Doc Martin,EP006870310015,"Comedy-drama,Medical",20150517,60000,60.0
OK! TV,EP017613070483,"Newsmagazine,Entertainment",20150518,80000,30.0
Foro 17,SH000308050000,"Special,News",20150517,223000,30.0
Cars.TV,EP011880910047,"Newsmagazine,Auto",20150329,0,30.0
Cars.TV,EP011880910080,"Newsmagazine,Auto",20150328,73700,23.0
Cars.TV,EP011880910074,"Newsmagazine,Auto",20150808,83000,30.0
Cars.TV,EP011880910109,"Newsmagazine,Auto",20150808,110000,30.0
